CID	CIDint	IDSURVEY	TYPE	FIELD	zHD	zHDERR	z	zERR	HOST_LOGMASS	HOST_LOGMASS_ERR	SNRMAX1	SNRMAX2	SNRMAX3	PKMJD	PKMJDERR	x1	x1ERR	c	cERR	mB	mBERR	x0	x0ERR	COV_x1_c	COV_x1_x0	COV_c_x0	NDOF	FITCHI2	FITPROB	RA	DECL	TGAPMAX	MU	MUERR	MUERR_NOSIGMB	MURES	MUPULL	sbar	cbar	ERRCODE
1992ae	1992	50	0	NULL	0.07461	0.00001	0.075	0.00001	10.3078	0.3	35.0222	31.9332	-99	48804.887	0.53	-0.756721	0.1503	-0.0167584	0.0531597	18.256226847500002	0.0473321	0.000919395181937	0.0000427687	-0.00110578	1.1398e-6	-1.56148e-6	25	26.5409	0.4337	321.906647	-61.586521	8.4266	37.4994	0.1389	0.1389	-0.153	-1.1	-0.715	-0.073	0
2005ir	2005	5	1	NULL	0.07528	0.00001	0.07633	0.00001	10.56	0.005	83.3334	71.4285	62.5	53685.336	0.157	0.6562	0.1303	0.00232003	0.0239996	18.2428691667	0.0272126	0.000930769733262	0.000024825	4.41991e-6	-3.59858e-7	-4.30471e-7	40	61.0054	0.022866	19.1828	0.793694	0.793694	37.6247	0.0609	0.0609	-0.068	-1.112	0.708	-0.022	0
1992bp	1992	50	0	NULL	0.07888	0.00001	0.0793	0.00001	-1.	0.	35.0258	33.9291	-99	48980.836	0.233	-0.955118	0.1333	-0.106205	0.0508194	18.0159272584	0.0508553	0.00111588100527	0.0000533446	-0.000678967	-1.90487e-7	-1.61799e-6	26	26.08	0.5142	54.25222	-18.31871	11.0894	37.5386	0.1369	0.1369	-0.241	-1.761	-0.893	-0.191	0
2007hx	2007	5	1	NULL	0.07891	0.00001	0.0798	0.00001	-9	-9	90.9091	90.9088	83.3334	54354.5	0.248	0.1941	0.1336	0.1497	0.0247817	19.124986996	0.0268926	0.000401801001666	0.0000111703	-0.000373642	9.10853e-8	-2.0367e-7	37	59.4224	0.011115	31.612801	-0.899528	-0.899528	38.0153	0.0633	0.0633	0.221	3.493	0.007	0.227	0
12779	12779	1	120	82N	0.07891	0.00001	0.07995	0.00001	10.776	0.083	67.851	51.696	36.1777	53971.895	0.959	-0.609635	0.2645	0.094629	0.032929	18.9401021213	0.071314	0.000489721790872	0.000033908	-0.00343533	3.37205e-6	-9.18784e-7	28	22.2387	0.8102	-50.528229	1.221038	1.221038	37.8586	0.0755	0.0755	0.06	0.796	-0.744	0.113	0
2005ag	2005	5	1	NULL	0.08032	0.00001	0.07967	0.00001	11.513	0.047	111.1112	111.1112	100	53414.914	0.089	0.1692	0.0502384	-0.0479172	0.023705	18.2209997157	0.0310298	0.000949709616214	0.0000283626	-0.000205803	1.5502e-7	-4.67514e-7	126	120.8682	0.6365	224.182007	9.32847	9.32847	37.6904	0.0576	0.0576	-0.1	-1.737	0.194	-0.086	0
12950	12950	1	120	82N+82S	0.08141	0.00001	0.08273	0.00001	9.787	0.04	90.4738	77.5465	72.3787	54000.059	0.069	-0.327999	0.0623971	0.00463316	0.015985	18.6239562339	0.0314066	0.000620031357682	0.0000181363	8.65923e-6	-9.24213e-8	-2.186e-7	97	139.9139	0.00351233	-8.332581	-0.84032	-0.84032	37.9209	0.0347	0.0347	0.043	1.233	-0.352	0.019	64
2006bu	2006	64	0	NULL	0.08192	0.00001	0.081	0.00001	11.048	0.044	35.7187	32.2464	31.2491	53850.559	1.706	2.9254	0.6501	-0.106159	0.0402197	17.8762227337	0.0686527	0.00130473422709	0.0000792041	0.00366767	-2.81837e-6	-1.86504e-6	10	6.4529	0.8415	208.198898	5.31345	5.31345	37.912	0.1266	0.1266	0.084	0.661	2.667	-0.091	0
12898	12898	1	120	82N	0.08254	0.00001	0.08358	0.00001	9.953	0.045	77.5458	72.377	41.7466	54002.492	0.082	-0.0521715	0.0860948	0.0675354	0.0214352	18.7336753626	0.0322396	0.000560434609145	0.000017039	9.15951e-6	-2.25761e-7	-2.79689e-7	50	73.7759	0.0160088	26.793016	-0.147077	-0.147077	37.8742	0.049	0.049	-0.026	-0.533	-0.036	0.058	0
12781	12781	1	120	82N	0.08282	0.00001	0.08408	0.00001	10.942	0.078	67.8524	51.6903	37.4223	53979.27	0.22	-1.81078	0.1854	0.0402252	0.0269711	19.1580233156	0.0400953	0.000400686351406	0.0000151644	0.000749912	-1.46126e-6	-2.85065e-7	39	42.9056	0.3074	5.406504	-1.010051	-1.010051	38.077	0.0709	0.0709	0.163	2.299	-2.018	0.085	0
722	722	1	120	82N	0.08504	0.00001	0.08634	0.00001	10.969	0.056	49.3439	38.7686	29.3282	53610.887	0.678	-0.47739	0.1869	-0.0860522	0.0348027	18.4557626412	0.0698767	0.000765093973245	0.0000499618	0.00149972	-2.66933e-6	-1.50931e-6	32	25.0829	0.8027	0.70566	0.751163	0.751163	37.9528	0.0619	0.0619	-0.022	-0.358	-0.453	-0.095	0
3592	3592	1	120	82N	0.08543	0.00001	0.08658	0.00001	10.74	0.057	98.699	77.5465	54.2769	53645.062	0.063	-0.140745	0.0717848	-0.0379781	0.0205089	18.522294106300002	0.0309822	0.000719564966906	0.0000207065	0.0000692724	-2.89137e-7	-3.25221e-7	58	53.2578	0.6519	19.052397	0.791833	0.791833	37.9175	0.0462	0.0462	-0.064	-1.38	-0.112	-0.062	0
21502	21502	1	120	82N	0.08784	0.00001	0.08916	0.00001	11.278	0.092	57.1397	43.4238	38.7654	54427.309	0.207	-0.280613	0.242	-0.0512596	0.0237128	18.5761712133	0.039138	0.000684761315717	0.0000249697	0.000969743	-1.36322e-6	-4.24449e-7	16	18.5237	0.2941	-6.400299	-0.890405	-0.890405	37.9929	0.0609	0.0609	-0.056	-0.919	-0.167	-0.066	0
17258	17258	1	120	82S	0.08806	0.00001	0.08896	0.00001	9.555	0.046	67.8514	40.1991	31.9158	54342.656	0.676	0.2828	0.2081	0.0259984	0.0342735	18.5164351136	0.0648361	0.000684577855057	0.0000422982	0.0000192721	-1.00288e-6	-1.21307e-6	24	25.2831	0.4466	35.738518	1.025637	1.025637	37.8326	0.0717	0.0717	-0.211	-2.946	0.597	-0.045	0
1241	1241	1	120	82S	0.08848	0.00001	0.08979	0.00001	10.696	0.103	63.8605	54.282	40.1992	53635.367	0.078	-0.541778	0.0789597	0.0502601	0.0238546	18.880924252	0.0452172	0.000517156484051	0.000022054	0.0000606139	-2.82776e-7	-3.98893e-7	56	52.3885	0.6124	-22.327515	-0.776637	-0.776637	37.9465	0.0515	0.0515	-0.119	-2.303	-0.484	0.009	0
19899	19899	1	120	82S	0.09007	0.00001	0.0914	0.00001	8.795	0.087	98.6989	83.5154	60.3071	54418.762	0.161	0.2909	0.1922	-0.144123	0.022527	18.151713383599997	0.044589	0.000957883310704	0.0000390598	0.000980126	-1.08776e-6	-6.63074e-7	19	27.0145	0.1043	-18.507812	-0.648815	-0.648815	37.9964	0.0489	0.0489	-0.11	-2.242	0.447	-0.176	0
774	774	1	120	82N	0.09227	0.00001	0.09333	0.00001	10.816	0.101	38.7701	31.9239	28.5511	53609.355	0.191	0.6442	0.1617	-0.0212211	0.0258893	18.6982620024	0.0406236	0.000611935451082	0.0000232581	0.000474675	-1.63663e-6	-4.64614e-7	31	36.8097	0.2178	25.463366	-0.876441	-0.876441	38.1514	0.0628	0.0628	-0.003	-0.047	0.65	-0.022	0
18241	18241	1	120	82S	0.09391	0.00001	0.095	0.00001	9.988	0.091	72.3733	57.1354	31.9146	54372.957	0.157	-1.11928	0.1283	-0.0864362	0.0276551	18.8663949975	0.0553263	0.00049597252535	0.0000255279	0.000154995	-6.83087e-7	-5.25591e-7	51	38.9655	0.8913	-47.612335	-0.761823	-0.761823	38.3348	0.0628	0.0628	0.139	2.22	-1.236	-0.044	0
2102	2102	1	120	82S	0.09401	0.00001	0.0951	0.00001	11.018	53.937	98.6983	72.379	41.7482	53620.195	0.503	1.2641	0.1957	-0.10776	0.0246565	18.3832183689	0.0572439	0.000817952294929	0.0000430407	-0.000795013	1.33621e-6	-8.18819e-7	39	37.0163	0.5607	-47.779083	0.191053	0.191053	38.1914	0.0575	0.0575	-0.006	-0.11	1.278	-0.11	0
16185	16185	1	120	82S	0.10018	0.00001	0.10137	0.00001	9.716	0.087	63.8591	47.1949	30.1411	54053.91	0.148	-2.23059	0.2149	0.0596477	0.025548	19.4883072726	0.0355961	0.000279702056717	9.40753e-6	0.000877167	-4.36114e-7	-1.80668e-7	32	48.6121	0.0301876	16.867998	-0.269445	-0.269445	38.3482	0.0623	0.0623	0.003	0.044	-2.233	0.06	0
1992aq	1992	50	0	NULL	0.1009	0.00001	0.1009	0.00001	-9	-9	33.9304	31.9343	-99	48834.359	0.537	-1.38868	0.221	-0.089893	0.0574495	19.0109496977	0.0417688	0.000446311975012	0.0000174988	-0.00124083	5.0397e-7	-6.34367e-7	23	8.0574	0.999	346.125946	-37.34771	20.0191	38.4223	0.1602	0.1602	0.088	0.547	-1.421	-0.06	0
13038	13038	1	120	82S	0.10264	0.00001	0.104	0.00001	-9	-9	72.3736	67.8521	32.8801	53988.652	0.141	1.4355	0.1459	-0.0198616	0.0234276	18.9101848246	0.038466	0.000489712866983	0.0000171697	0.00068541	-1.00805e-6	-3.08945e-7	49	38.6689	0.8552	-12.173279	0.50451	0.50451	38.4999	0.0541	0.0541	0.095	1.755	1.337	0.01	0
10434	10434	1	120	82S	0.10288	0.00001	0.10416	0.00001	11.602	0.084	60.3114	57.1364	33.9128	53696.461	0.052	-0.0162358	0.1613	-0.0895182	0.0273169	18.8973134376	0.0595557	0.000509440462141	0.0000281854	0.000798425	-6.97274e-7	-5.80462e-7	14	7.0126	0.9342	-30.044159	-1.193738	-1.193738	38.4697	0.0578	0.0578	0.061	1.057	-0.064	-0.072	0
13135	13135	1	120	82N+82S	0.10337	0.00001	0.10467	0.00001	11.134	0.081	72.3765	63.8598	60.3107	54003.621	0.06	-1.40439	0.0700302	-0.0518583	0.0156934	19.1252165591	0.0244807	0.000412969445846	9.31729e-6	0.0000282636	-8.48551e-8	-1.07964e-7	118	103.4042	0.8286	4.172144	-0.424635	-0.424635	38.3865	0.0366	0.0366	-0.033	-0.911	-1.383	-0.064	0
20064	20064	1	120	82N	0.10351	0.00001	0.10484	0.00001	11.381	0.06	72.3754	63.8604	41.7459	54413.121	0.048	0.8202	0.149	0.057467	0.0221498	19.0185499448	0.0321327	0.000455593904896	0.0000137133	0.000570062	-5.2075e-7	-2.32707e-7	29	54.8893	0.00255241	-1.413879	-0.917725	-0.917725	38.2524	0.0513	0.0513	-0.172	-3.361	0.989	-0.001	64
18697	18697	1	120	82N	0.10638	0.00001	0.10762	0.00001	10.524	0.043	90.472	63.8605	41.7459	54384.426	0.2	0.7487	0.1232	0.000791288	0.0204923	18.982158203900003	0.027485	0.000471133079578	0.0000120528	6.42796e-6	-6.11839e-8	-1.93326e-7	55	45.0523	0.8284	11.223884	-0.997127	-0.997127	38.3817	0.0487	0.0487	-0.103	-2.109	0.847	-0.037	0
20625	20625	1	120	82N	0.10683	0.00001	0.10813	0.00001	10.681	0.048	60.3115	45.2275	33.9129	54423.59	0.178	-0.105594	0.2068	0.000343515	0.0235963	19.2418745937	0.0324273	0.000370880590252	0.0000112293	0.00137476	-6.02856e-7	-2.0668e-7	19	14.9761	0.7241	5.683287	-0.479075	-0.479075	38.5232	0.0531	0.0531	0.028	0.523	-0.138	0.009	0
21034	21034	1	120	82N	0.1075	0.00001	0.10855	0.00001	10.63	0.041	54.2795	43.4204	28.5553	54426.078	0.281	0.057975	0.2804	0.0362212	0.0238078	19.356659944100002	0.0316917	0.000333668821993	9.93288e-6	0.00151737	-2.69342e-7	-1.75193e-7	16	13.8859	0.6072	28.141306	1.243972	1.243972	38.5497	0.0585	0.0585	0.045	0.772	-0.034	0.049	0
7147	7147	1	120	82N	0.10886	0.00001	0.11022	0.00001	10.562	0.064	67.8528	49.3418	30.1418	53679.668	0.133	-1.94397	0.1577	-0.0933166	0.0235255	19.2029168332	0.0359554	0.000384429959628	0.0000126181	0.000257051	-9.69657e-8	-2.03129e-7	36	41.2924	0.2504	-9.981689	-0.055568	-0.055568	38.5173	0.0581	0.0581	-0.023	-0.393	-1.923	-0.101	0
18650	18650	1	120	82S	0.11242	0.00001	0.11371	0.00001	8.906	0.076	57.1367	47.1966	29.3251	54387.863	0.131	0.8883	0.1189	-0.0412213	0.0252584	19.109868204399998	0.056917	0.000396331735584	0.0000211269	0.000250064	-2.20712e-7	-4.08714e-7	46	46.4466	0.4539	-31.552795	0.014998	0.014998	38.7192	0.0526	0.0526	0.106	2.023	0.82	-0.01	0
18612	18612	1	120	82S	0.11364	0.00001	0.11489	0.00001	11.123	0.092	63.8602	54.2773	33.9129	54383.711	0.173	-0.739865	0.1334	0.0640535	0.022589	19.4538603993	0.0310381	0.000305114045863	8.99248e-6	0.0000925815	-1.2735e-7	-1.57183e-7	52	83.6378	0.00461246	12.287878	0.596875	0.596875	38.4489	0.0534	0.0534	-0.189	-3.541	-0.564	-0.003	64
16641	16641	1	120	82S	0.11389	0.00001	0.115	0.00001	10.506	0.108	60.3085	41.7455	24.1042	54069.219	0.705	1.0935	0.682	0.0441578	0.0307041	19.482641424	0.035639	0.000297126413772	9.92079e-6	0.0127418	-7.58181e-7	-1.81585e-7	20	17.0009	0.6529	23.561129	-0.403735	-0.403735	38.796	0.0714	0.0714	0.157	2.199	0.225	0.059	0
16619	16619	1	120	82S	0.11402	0.00001	0.1151	0.00001	8.701	0.148	77.5458	57.1374	31.9203	54069.723	0.644	-0.0447557	0.5572	-0.0786431	0.0260403	18.856446766999998	0.0362414	0.000500498873413	0.0000167422	0.00758622	3.45109e-6	-1.61453e-7	15	17.3384	0.299	25.938692	-1.11199	-1.11199	38.4512	0.0554	0.0554	-0.19	-3.429	0.732	-0.122	0
8719	8719	1	120	82S	0.11628	0.00001	0.11757	0.00001	9.306	0.07	60.3127	54.2777	32.8801	53690.043	0.105	0.0179693	0.1557	-0.0600062	0.00463014	19.1148524308	0.0212522	0.000394512697376	7.73641e-6	0.0000459526	-4.83419e-7	-8.82129e-9	28	37.3894	0.1105	7.721408	-0.718927	-0.718927	38.6606	0.0363	0.0363	-0.03	-0.832	0.127	-0.061	0
5395	5395	1	120	82S	0.11635	0.00001	0.117	0.00001	9.08	0.075	60.312	51.6909	29.3234	53663.879	0.151	1.1915	0.1368	-0.0160062	0.0238685	19.155121530699997	0.048075	0.000380153185962	0.0000170315	0.00027781	-2.34611e-7	-3.07485e-7	63	46.3556	0.9426	49.640839	0.123269	0.123269	38.7287	0.0521	0.0521	0.049	0.948	1.148	-0.001	0
11067	11067	1	120	82S	0.1168	0.00001	0.11776	0.00001	9.435	0.067	90.4751	67.8522	36.1758	53702.832	0.384	1.7589	0.5021	-0.0725012	0.0258231	18.713854551799997	0.0338132	0.00057077751306	0.0000164222	0.00587484	-2.36524e-6	-2.96147e-7	12	2.8086	0.9968	33.518318	-0.23927	-0.23927	38.542	0.0707	0.0707	-0.153	-2.158	2.423	-0.093	0
2561	2561	1	120	82S	0.11741	0.00001	0.11813	0.00001	10.765	0.033	43.4161	41.7473	25.8298	53639.246	0.141	-0.0881699	0.1147	0.0357448	0.0254847	19.5413393753	0.0510934	0.000281492602239	0.0000136214	0.000158615	-1.46635e-7	-2.64361e-7	74	53.3905	0.9661	46.343353	0.858291	0.858291	38.7154	0.0544	0.0544	0.013	0.248	-0.096	0.04	0
16259	16259	1	120	82S	0.11771	0.00001	0.11908	0.00001	11.223	0.063	51.6898	36.1789	24.6548	54052.293	0.201	-1.5095	0.2227	0.0737701	0.027783	19.8196224488	0.0373847	0.00021783700716	7.79127e-6	0.00107297	-3.04429e-7	-1.65416e-7	26	27.1194	0.4031	-7.970215	0.856296	0.856296	38.6768	0.0654	0.0654	-0.044	-0.669	-1.456	0.059	0
1371	1371	1	120	82S	0.11797	0.00001	0.11934	0.00001	10.893	0.067	63.8619	38.7701	38.7632	53633.305	0.107	0.7898	0.0969753	-0.0995807	0.0213383	18.785526411000003	0.0361471	0.000564646726249	0.0000186649	0.0000942886	-3.40096e-7	-2.90445e-7	55	72.203	0.0597296	-10.626251	0.429294	0.429294	38.502	0.0499	0.0499	-0.224	-4.486	0.942	-0.176	0
14871	14871	1	120	82S	0.11845	0.00001	0.119	0.00001	9.147	0.07	54.2801	51.6888	31.9142	54027.352	0.127	1.2909	0.1147	-0.0450349	0.0242686	19.124328413	0.053974	0.000391069851144	0.0000195418	0.0000884803	-1.7853e-7	-3.59563e-7	67	58.5939	0.7583	54.277054	0.009282	0.009282	38.8019	0.0523	0.0523	0.083	1.584	1.229	-0.021	0
18298	18298	1	120	82N	0.11859	0.00001	0.11977	0.00001	10.898	0.061	20.4676	19.3641	14.6362	54374.324	0.239	-2.6974	0.3025	0.2581	0.0479828	20.5845025761	0.0688804	0.00010769122876	9.11341e-6	0.00584434	-1.78692e-6	-3.63635e-7	60	59.8139	0.4825	18.266638	-0.540143	-0.540143	38.704	0.098	0.098	-0.03	-0.308	-2.656	0.249	0
13894	13894	1	120	82N	0.11966	0.00001	0.121	0.00001	9.424	0.105	33.9081	31.0037	20.4539	54013.684	0.15	0.737	0.1696	0.161	0.0277292	20.0471143497	0.0492952	0.000167165540309	7.98306e-6	0.000704742	-2.51743e-7	-1.70071e-7	70	56.9556	0.8691	1.690501	-0.036857	-0.036857	39.0084	0.0603	0.0603	0.25	4.15	0.499	0.242	0
5549	5549	1	120	82N	0.11991	0.00001	0.12124	0.00001	8.722	0.096	51.687	49.3394	31.0007	53666.09	0.106	0.2533	0.098412	0.0077726	0.0220367	19.354550129699998	0.0326307	0.00031635509697	9.69704e-6	0.000311979	-1.93524e-7	-1.65068e-7	46	63.0079	0.048461	3.250478	0.248144	11.5943	38.7233	0.0487	0.0487	-0.039	-0.806	0.271	-0.008	0
12860	12860	1	120	82N	0.12042	0.00001	0.12168	0.00001	10.614	0.049	36.1744	35.0089	21.2629	53993.793	0.276	-0.306261	0.2013	0.1361	0.0286758	20.0032439195	0.0491046	0.000183949687788	8.80264e-6	0.000582952	-1.90848e-7	-1.93854e-7	49	40.9877	0.7852	-36.305878	1.175795	1.175795	38.8356	0.0641	0.0641	0.064	1.005	-0.383	0.156	0
19543	19543	1	120	82N	0.12164	0.00001	0.123	0.00001	8.801	0.101	47.1884	38.7638	25.2217	54401.004	0.122	-0.829024	0.1403	-0.0201696	0.0241717	19.6463585154	0.0348638	0.000241801582443	7.89451e-6	0.000632391	-2.75404e-7	-1.45567e-7	45	45.5072	0.4508	-2.091705	0.279724	0.279724	38.95	0.0548	0.0548	0.154	2.802	-0.932	0.034	0
19953	19953	1	120	82S	0.1219	0.00001	0.12323	0.00001	9.671	0.063	77.546	63.8606	32.8858	54415.145	0.158	0.6986	0.1856	-0.129011	0.02177	18.867443945199998	0.0377306	0.000495486248174	0.0000170305	0.000905118	-4.43318e-7	-2.71675e-7	31	33.9978	0.3252	-27.06955	0.579057	0.579057	38.7223	0.0492	0.0492	-0.079	-1.597	0.797	-0.154	0
18835	18835	1	120	82N	0.12262	0.00001	0.12319	0.00001	10.791	0.095	60.3102	38.7638	27.8197	54392.395	0.118	0.7567	0.1126	-0.0130106	0.0264818	19.277170792	0.0670909	0.000359027896902	0.0000228005	0.000198943	-1.18642e-7	-4.74741e-7	50	56.7041	0.2393	53.685032	0.355459	0.355459	38.7206	0.0526	0.0526	-0.079	-1.51	0.801	-0.034	0
2916	2916	1	120	82S	0.12303	0.00001	0.1242	0.00001	10.041	0.008	31.0012	30.1371	21.2575	53643.848	0.164	-0.769355	0.2347	0.0627622	0.0352965	19.7663992899	0.0638308	0.000228782427909	0.0000141174	0.00315559	-1.56576e-6	-4.00765e-7	45	64.2416	0.0312197	-44.078308	0.569479	8.8153	38.7615	0.0713	0.0713	-0.058	-0.806	-0.707	0.045	0
16021	16021	1	120	82S	0.12336	0.00001	0.1246	0.00001	10.135	0.06	60.3108	51.6928	28.5521	54049.117	0.115	-0.343825	0.129	-0.0355431	0.0239953	19.3724729971	0.0324983	0.000328852371952	9.94403e-6	0.000806794	-4.29575e-7	-1.89208e-7	37	36.3126	0.5011	13.843588	-0.388888	-0.388888	38.7317	0.0525	0.0525	-0.095	-1.809	-0.3	-0.072	0
6406	6406	1	120	82S	0.12376	0.00001	0.12449	0.00001	10.549	0.054	45.2292	45.229	29.3265	53674.777	0.107	0.1282	0.1331	-0.00226298	0.0237384	19.377046970800002	0.048805	0.000327485653803	0.0000151046	0.000511244	-2.27929e-7	-2.72213e-7	63	59.2527	0.6106	46.088596	-1.063012	-1.063012	38.6992	0.0494	0.0494	-0.126	-2.541	0.214	-0.042	0
20470	20470	1	120	82S	0.1244	0.00001	0.125	0.00001	9.922	0.083	40.1974	31.9167	20.0729	54419.219	0.083	0.6604	0.2022	0.0367243	0.0297764	19.650786118	0.0699883	0.000240816502947	0.0000161427	0.0015763	-5.16143e-7	-3.72186e-7	28	43.7738	0.0385536	52.604786	1.009386	1.009386	38.9866	0.0591	0.0591	0.152	2.574	0.524	0.073	0
13044	13044	1	120	82S	0.12455	0.00001	0.12588	0.00001	9.913	0.062	60.312	47.1949	30.1385	54003.18	0.094	-0.015031	0.1296	-0.0686775	0.0224358	19.2738439368	0.0376349	0.000340784801879	0.0000118947	0.000451897	-3.49453e-7	-1.9956e-7	55	66.6714	0.1345	-27.457306	0.503229	0.503229	38.8418	0.0508	0.0508	-0.009	-0.178	-0.007	-0.072	0
1996ab	1996	61	0	NULL	0.12463	0.00001	0.1242	0.00001	-9	-9	36.1922	36.19	-99	50223.645	1.147	-0.0593742	0.4133	-0.184079	0.0561696	19.2208	0.0510628	0.00036787	0.0000177144	-0.00511132	3.84996e-6	-4.35383e-7	25	25.4566	0.4933	230.287155	27.92178	27.92178	39.1103	0.1723	0.1723	0.291	1.689	-0.337	-0.094	0
06D2fb	6	4	0	D2	0.12516	0.00001	0.124	0.00001	9.74	0.124	194.2556	190.2224	186.387	53853.758	0.078	-0.357865	0.0540259	-0.0294933	0.0244504	19.4488	0.030616	0.000290053	8.29543e-6	-0.000113287	2.10529e-8	-1.72047e-7	16	10.9423	0.813	149.883942	1.827922	1.827922	38.8473	0.0534	0.0534	0.032	0.596	-0.365	-0.016	0
2992	2992	1	120	82S	0.12608	0.00001	0.1266	0.00001	10.231	0.057	36.1775	36.1772	26.4572	53641.156	0.202	-0.958839	0.1426	0.0990545	0.031003	19.8288024581	0.0610507	0.000216004206973	0.0000128404	0.000119329	-1.44755e-7	-3.06339e-7	63	57.8837	0.6587	55.496922	-0.782694	12.2846	38.6849	0.066	0.066	-0.179	-2.714	-0.826	0.04	0
13005	13005	1	120	82S	0.12622	0.00001	0.12728	0.00001	10.093	0.076	36.1738	30.1432	19.7023	53964.637	1.36	-0.315085	0.3203	-0.0136051	0.0458501	19.6508497767	0.1181	0.00025447665867	0.0000292619	0.00333306	-4.03487e-6	-1.08341e-6	28	13.4082	0.994	27.395418	-0.649959	-0.649959	38.9461	0.1052	0.1052	0.069	0.659	-0.446	-0.005	0
16069	16069	1	120	82N	0.12688	0.00001	0.12825	0.00001	10.837	0.05	37.426	37.4249	23.5783	54050.723	0.193	0.8789	0.2214	0.1547	0.027248	19.887379489	0.0443154	0.000204676145442	8.72053e-6	0.00160641	-5.16589e-7	-1.85321e-7	32	43.7151	0.0811459	-18.754028	-1.006684	-1.006684	38.828	0.0593	0.0593	-0.067	-1.124	0.968	0.134	0
744	744	1	120	82N	0.12694	0.00001	0.12825	0.00001	10.47	0.075	43.4159	37.426	22.5996	53612.91	0.767	1.3867	0.3155	0.0657977	0.0337941	19.5667	0.057606	0.000274996	0.0000149845	0.000715994	1.30979e-7	-4.02726e-7	31	20.6747	0.9385	-30.801575	0.317392	0.317392	38.854	0.0762	0.0762	-0.041	-0.533	1.467	0.052	0
18855	18855	1	120	82N	0.12715	0.00001	0.12783	0.00001	10.368	0.065	54.2772	47.1941	28.5473	54385.973	0.213	0.247	0.1466	-0.0270091	0.0255237	19.4684487221	0.0591459	0.000301046874639	0.0000168258	0.000192417	-7.78132e-8	-3.30416e-7	50	27.4641	0.996	48.632305	0.269749	0.269749	38.8839	0.0537	0.0537	-0.003	-0.056	0.251	-0.028	0
18809	18809	1	120	82N	0.12837	0.00001	0.129	0.00001	11.137	0.072	49.3415	38.7616	25.8243	54383.148	0.277	-1.17363	0.1851	-0.0771175	0.0282578	19.5040928658	0.0671459	0.000291312431177	0.0000182923	0.000136597	5.79057e-8	-3.95947e-7	49	36.6818	0.9029	50.881222	0.666565	0.666565	38.876	0.0605	0.0605	-0.032	-0.533	-1.136	-0.086	0
22075	22075	1	120	82N	0.12899	0.00001	0.13003	0.00001	11.172	0.067	40.2016	28.5603	17.7755	54425.945	0.31	-1.67981	0.3389	-0.0291156	0.0291079	19.6890514154	0.0361831	0.000245694207553	8.3486e-6	0.00276834	9.46575e-8	-1.42046e-7	15	16.2144	0.4381	29.963049	1.216387	1.216387	38.8413	0.0731	0.0731	-0.086	-1.173	-1.565	-0.055	0
1032	1032	1	120	82N	0.12903	0.00001	0.12976	0.00001	10.681	0.067	24.6601	23.585	14.4462	53626.535	0.209	-2.5385	0.2045	0.040939	0.0386504	20.1097063801	0.0584521	0.000166763395214	9.39987e-6	0.00103253	-4.64537e-7	-2.63999e-7	52	38.4989	0.9182	46.795647	1.119518	1.119518	38.9246	0.0906	0.0906	0.002	0.027	-2.539	0.041	0
5751	5751	1	120	82N+82S	0.12928	0.00001	0.13056	0.00001	10.78	0.084	45.228	41.7463	37.4273	53666.031	0.121	0.645	0.1088	0.1469	0.0181514	19.8876874069	0.0252379	0.000204605389236	4.88134e-6	0.000365001	-1.47593e-7	-7.03625e-8	93	86.0339	0.7086	11.634078	0.838125	0.838125	38.8198	0.0407	0.0407	-0.117	-2.87	0.738	0.104	0
18415	18415	1	120	82N	0.1294	0.00001	0.13077	0.00001	10.989	0.077	38.7635	31.9183	21.6881	54381.441	0.244	-1.63251	0.1737	-0.0901484	0.0289696	19.6006882649	0.0523044	0.000266509395124	0.0000128951	0.000390927	-2.76121e-7	-2.68753e-7	47	28.8205	0.9872	-22.521729	1.05851	1.05851	38.9488	0.0679	0.0679	0.008	0.124	-1.639	-0.088	0
17280	17280	1	120	82S	0.13045	0.00001	0.13098	0.00001	10.934	0.048	30.9976	30.997	15.2354	54343.82	0.989	-0.836076	0.2939	-0.20623	0.0535208	19.3589652978	0.1085	0.000332963204516	0.0000333703	0.00448097	-3.04718e-6	-1.53546e-6	32	45.1884	0.0611098	55.791809	0.102392	0.102392	39.1784	0.0944	0.0944	0.234	2.482	-1.049	-0.121	0
14108	14108	1	120	82S	0.13243	0.00001	0.133	0.00001	8.953	0.233	37.4216	35.0021	21.679	54010.199	0.182	0.242	0.1494	-0.00424603	0.0311644	19.864398920499998	0.081756	0.000197815208391	0.000015522	0.000154932	-3.82556e-8	-3.87895e-7	77	79.5872	0.3975	53.594536	-1.123298	-1.123298	39.2686	0.0613	0.0613	0.288	4.707	0.024	0.062	0
15508	15508	1	120	82N	0.13353	0.00001	0.1346	0.00001	9.964	0.068	63.8597	43.4193	28.5518	54041.562	0.093	0.883	0.1066	-0.0558671	0.0217093	19.2900316275	0.0303166	0.000335724440156	9.36589e-6	0.000281894	-1.89629e-7	-1.5108e-7	42	47.9734	0.2435	27.168861	-0.576665	-0.576665	38.944	0.0507	0.0507	-0.064	-1.271	0.917	-0.08	0
